t_sec,x_px,y_px
0.019911766052246094,538.1692383856927,525.9853046850507
0.03877544403076172,529.5053910038829,535.583097428917
0.05885577201843262,523.0075054675256,542.7814419868166
0.07592225074768066,518.1340913152575,548.1802004052414
0.09195446968078613,514.4790307010564,552.2292692190599
0.11384034156799316,511.73773524040564,555.2660708294238
0.13378167152404785,509.6817636449176,557.5436720371968
0.1588916778564453,532.3930756376207,551.1355157683353
0.18230414390563965,549.4265596321479,546.3293985666892
0.22480392456054688,537.9483819387243,550.8411678401458
0.2463221549987793,529.3397486686566,554.2249947952382
0.2733902931213379,558.049505826355,507.8914178362875
0.29576802253723145,579.5818236946288,473.1412351170744
0.3184244632720947,624.3598280766245,440.3351055821539
0.33499646186828613,657.9433313631212,415.7305084309635
0.3699367046356201,669.8043080532051,402.6260429341363
0.41834402084350586,644.5972682572789,444.48237506974255
0.4358675479888916,625.6919884103343,475.87462417144724
0.4642970561981201,595.147453522364,498.00008704371436
0.48216748237609863,572.2390523563863,514.5941841979147
0.5027585029602051,555.0577514819031,527.039757063565
0.5158073902130127,542.1717758260406,536.3739367128028
0.5539629459381104,518.8274137586413,497.45505498622913
0.5828909873962402,485.99320450437455,453.8596841422534
0.6006567478179932,461.36754756367446,421.1631560092716
0.6166982650756836,442.8983048581494,396.6407599095353
0.6405229568481445,429.0463728290056,378.248962834733
0.667243480682373,418.6574238071477,364.4551150286313
0.6858723163604736,460.92457510627264,349.2190615262201
0.7088465690612793,492.62493858061634,337.7920213994117
0.7265114784240723,511.8946669017806,284.14574184387425
0.7482843399047852,526.3469631426539,243.9110321772212
0.7710187435150146,516.8413008945209,213.1278420203231
0.7896356582641602,509.71205420842125,190.04044940264953
0.8064455986022949,524.7100036226343,173.33206284630265
0.8221821784973145,535.9584656832941,160.8007729290425
0.8377318382263184,544.394812228789,151.40230549109737
0.8568542003631592,530.3771877091223,143.74629700573024
0.8771138191223145,540.2088537481601,138.61144854861317
0.8971927165985107,547.5826032774385,134.7603122057754
0.9188432693481445,509.32587133926944,116.35049183198755
0.9386205673217773,480.63332238564266,102.54312655164668
0.9552068710327148,449.49299445790143,94.14999298447898
0.9768009185791016,435.75866472461666,85.89275241601524
0.9969511032104492,425.4579174246531,79.69982198966744
1.0120139122009277,417.7323569496804,75.05512416990659
1.0400691032409668,411.9381865934509,71.57160080508595
1.054117202758789,407.5925588262788,68.95895828147047
1.07682466506958,404.3333380008997,66.99947638875886
1.0918662548065186,401.88892238186537,65.52986496922516
1.1167385578155518,400.05561066758963,64.42765640457488
1.135880708694458,398.6806268818828,63.60099998108717
1.150942087173462,449.9938895434915,73.72685130408635
1.168884038925171,488.4788365396979,81.32123979633573
1.1867635250091553,517.3425467868527,87.01703116552278
1.2043578624725342,538.9903294722188,91.28887469241306
1.2280488014221191,555.2261664862434,94.49275733758077
1.2479629516601562,558.8455878310009,101.67129379750108
1.2619109153747559,561.560153839569,107.0551961424413
1.2838184833526611,572.1535347617561,106.31749842510195
1.2997705936431885,580.0985704533964,105.76422513709744
1.3151767253875732,575.4724719055245,100.78850781782512
1.336195707321167,572.0028979946205,97.05671982837089
1.3532700538635254,571.4281364622838,103.59426566559367
1.3708710670471191,570.9970653130312,108.49742504351076
1.3927922248840332,579.2312183668527,107.39917010090404
1.4107952117919922,585.4068331572188,106.57547889394901
1.4328699111938477,657.7110432461664,84.93160917046175
1.4515066146850586,711.9392008128771,68.69870687784632
1.470872402191162,752.6103189879102,56.52403015838474
1.4837768077850342,697.9765350974099,78.9178161491597
1.51072096824646,657.0011971795345,95.71315564224092
1.5338115692138672,656.4229349158942,104.84020846148167
1.5537095069885254,655.989238218164,111.68549807591222
1.570868968963623,625.5107245201002,120.28891708730531
1.5918469429016113,602.6518392465523,126.74148134585012
1.6131646633148193,604.3551897083663,100.05611100938759
1.6361842155456543,586.7851881377519,111.56687678741184
1.6504058837890625,573.6076869597912,120.19995112093002
1.6722402572631836,563.7245610763206,126.67475687106867
1.688877820968628,556.3122166637177,131.53086118367264
1.7098207473754883,550.7529583542655,135.17293941812562
1.7348668575286865,555.4906817320175,132.18143035790973
1.7568483352661133,530.8033414911795,166.07857625337283
1.7768852710723877,549.085925500464,150.5850335083006
1.7919354438781738,562.7978635074273,138.96487644949642
1.8099708557128906,573.0818170126498,130.2497586553933
1.8308794498443604,580.7947821415667,123.71342030981594
1.8487920761108398,534.2350054873656,108.06532291001797
1.8684637546539307,499.3151729967148,96.32924986016948
1.8858518600463867,537.6829074535144,77.2469373951271
1.905923843383789,565.2837865291028,62.93520304634533
1.9241969585418701,585.9844458357941,52.201402284759
1.9408655166625977,684.2533412976964,44.151051713569245
1.959867238998413,757.9550128941231,38.113288785176934
1.9782240390777588,667.1582046110486,33.5849665888827
1.9983890056610107,675.7627881727274,30.188724941662024
2.016016721725464,682.2162258439864,27.641543706246516
2.0328917503356934,756.4271763038407,25.731157779684885
2.048189640045166,810.3527522511434,24.298368334763666
2.067227363586426,850.7969342116204,23.22377625107275
2.0851688385009766,882.8627075795662,22.417832188304562
2.106304407119751,890.3251243073084,21.813374141228422
2.1268928050994873,912.5088501513322,21.360030605921317
2.144001007080078,927.414007636762,21.02002295444099
2.165889263153076,938.5928757508343,20.765017215830742
2.1809356212615967,948.7096637339765,20.573762911873057
2.1989946365356445,956.2972547213333,20.430322183904792
2.2217698097229004,852.2605857739763,20.322741637928594
2.2383666038513184,774.2330840634586,20.242056228446444
2.2586705684661865,644.0401077738529,38.9756763655702
2.276028633117676,595.4278605628266,65.21210451280405
2.2932686805725098,558.9686751545569,84.88942562322943
2.3083019256591797,531.6242860983546,99.64741645604846
2.3339288234710693,511.11599430620277,110.71590958066274
2.3527181148529053,495.7347754620889,119.01727942412344
2.369157075881958,484.19886132900353,125.24330680671898
2.3871219158172607,475.5469257291895,129.91282734366564
2.406644105911255,476.20264805742994,179.75769281339083
2.4251792430877686,476.69443980361024,217.14134191568473
2.4387705326080322,477.06328361324546,245.17907874240515
2.458249568939209,477.3399164704719,266.20738136244546
2.479006052017212,442.49521521313585,309.23434283638704
2.5088231563568115,416.3616892701338,341.50456394184323
2.529895305633545,396.7615448128823,365.7072297709354
2.546943426132202,382.06143646994366,383.8592291427545
2.564725637435913,371.0363552127397,397.4732286716188
2.5848429203033447,362.7675442698367,407.683728318267
2.6039178371429443,414.0749020706304,321.5228794358583
2.618792772293091,452.5554204212257,256.90224277405173
2.6357109546661377,481.4158091841721,208.4367652776968
2.659848690032959,503.06110075638196,172.08765715543058
2.6842195987701416,461.7861034275684,238.64454968112585
2.7021872997283936,430.8298554309582,288.5622190753973
2.7237391471862793,407.6126694335006,326.00047112110093
2.7423624992370605,390.1997799354074,354.07916015537864
2.762700319290161,377.14011281183747,375.1381769310869
2.778789758682251,367.34536246916,390.9324395128681
2.8016726970672607,359.9992997121519,402.778136449204
2.818824052810669,398.7793965703755,378.45527705685174
2.8346338272094727,427.8644692140432,360.21313251258755
2.8556439876556396,449.6782736967939,346.5315241043894
2.8727591037750244,466.03862705885695,336.27031779824074
2.894782781600952,478.30889208040423,328.57441306862927
2.9108810424804688,487.5115908465647,322.80248452142064
2.928067207336426,494.41361492118506,318.4735381110142
2.946678400039673,499.59013297715035,315.22682830320934
2.969099521636963,521.6241069837746,312.29784648215366
2.985698699951172,538.1495874887428,310.10111011636184
3.0152735710144043,532.3921124028186,308.9475073072201
3.031628370285034,528.0740060883755,308.0823052003638
3.044182300567627,524.8354263525432,307.43340362022155
3.0648365020751953,539.8061647604166,309.35432466546
3.0827622413635254,561.9601131189263,308.0951477150154
3.1008141040802,578.5755743878085,307.15076500218197
3.1149418354034424,580.1112757868655,309.1423457019303
3.135510206222534,581.2630518361582,310.6360312267416
3.1548337936401367,593.0527784257324,309.0564276359766
3.1689319610595703,601.8950733679131,307.87172494290286
3.1879937648773193,648.7881857330967,278.2616985116635
3.2121167182922363,668.9862057168655,257.22035896754176
3.2326607704162598,715.5276743698743,237.67175706426457
3.2497828006744385,734.0126364845676,225.61172260268478
3.265207290649414,747.8763580705877,216.56669675649994
3.289907217025757,774.695288635166,207.1815104059832
3.3071303367614746,719.4622684628063,230.14582093000809
3.3330423831939697,674.1390109435279,304.10569186876876
3.3509182929992676,640.146567804069,359.57559507283923
3.375674247741699,630.2416787569842,402.65945804506714
3.395782947540283,622.8130119716707,434.972355274238
3.409923791885376,617.2415118826855,459.2070281961162
3.4302079677581787,597.4734435084373,475.9015973183498
3.4482169151306152,582.6473922277511,488.422524160025
3.4658024311065674,612.133020965717,453.12787087814837
3.480924367904663,634.2472425191914,426.65688091674093
3.5019867420196533,650.8329086842973,406.80363844568535
3.5218796730041504,614.0031437278363,446.19684774939293
3.5381722450256348,586.3808200104907,475.74175472717366
3.5618560314178467,574.3279246042912,488.3026422166429
3.576664447784424,565.2882530496415,497.7233078337448
3.598163366317749,542.5693453820649,504.25481473740734
3.613710403442383,489.3046138725767,534.9909286528126
3.6328577995300293,449.35606524046057,558.0430140893666
3.6498093605041504,454.30986529176397,502.0612807820402
3.6658406257629395,458.0252153302415,460.07498080154545
3.6819379329681396,460.8117278590997,428.58525581617437
3.6998908519744873,462.9016122557433,404.96796207714607
3.712585210800171,464.46902555322606,387.25499177287486
3.735856294631958,465.6445855263381,373.97026404467147
3.7533211708068848,413.35237278664863,392.2892738788171
3.7738828659057617,427.307095951405,377.7459756241281
3.7917280197143555,437.7731383249723,366.8385019331114
3.8146731853485107,445.6226701051478,358.65789666484886
3.8401880264282227,451.5098189402794,352.5224427136519
3.8556578159332275,455.9251805666281,347.92085225025426
3.876715660095215,459.23670178638963,344.469659402706
3.8952102661132812,473.7720796431481,338.1712421574967
3.9128262996673584,484.6736130357169,333.4474292235897
3.9300284385681152,509.68480477279684,328.8648438679861
3.9467978477478027,528.4431985756069,325.4279048512834
3.9666695594787598,528.8696467541562,357.19779845354435
3.983234167098999,529.1894828880681,381.0252186552401
4.00120210647583,547.0238650699836,418.74667573186775
4.016738414764404,560.3996517064202,447.03776853933846
4.031870126724243,554.8420483762383,466.7746525757665
4.051163673400879,550.6738458786018,481.5773156030875
4.069823980331421,547.5476940053745,492.6793128735783
4.085713863372803,545.203080100454,501.00581082644635
4.106874227523804,559.034062979273,508.7321198602724
4.120814561843872,569.4073001383872,514.526851635642
4.139816045761108,569.2995123211655,528.4079815958719
4.166743993759155,561.5169438372973,527.8023123681666
4.183956623077393,555.6800174743961,527.3480604473876
4.202822208404541,566.8917660097295,528.4888070759785
4.218716621398926,575.3005774112296,529.3443670474215
4.2331702709198,533.0015240954716,482.60078023455134
4.252727508544922,501.27723410865315,447.5430901248987
4.270196914672852,457.6062012206912,430.73904439653097
4.283481597900391,424.8529265547198,418.13601010025525
4.308192491531372,453.182004512463,445.09833374645416
4.321889400482178,474.42881298077043,465.32007648110334
4.347969055175781,490.36391933200093,480.48638353209014
4.365668773651123,493.65140171361406,501.4589065641965
4.385502815246582,514.3458978995806,499.63917137912097
4.4020421504974365,520.3017330211086,506.22570470560345
4.422118425369263,524.7686093622546,511.1656047004652
4.446891784667969,528.118766618114,514.8705296966116
