t_sec,x_px,y_px
0.01556539535522461,633.1615744673753,714.2249693656215
0.04193282127380371,633.1615744673753,714.2249693656215
0.056464195251464844,633.1615744673753,714.2249693656215
0.08654427528381348,633.1615744673753,714.2249693656215
0.09946346282958984,633.1615744673753,714.2249693656215
0.12206840515136719,631.5829162070239,723.2647695615551
0.13769030570983887,630.3989225117604,730.0446197085053
0.16138648986816406,629.5109272403128,735.1295073187177
0.17847442626953125,617.5382897051818,741.6107747990583
0.19664835929870605,608.5588115538335,746.4717254093136
0.216569185256958,613.1308440218676,747.4498365943241
0.23919963836669922,587.2803405118037,744.6269371372388
0.25928282737731934,539.1972258619966,730.9502131140712
0.27277541160583496,503.1348898746412,720.6926700966956
0.2918431758880615,523.890262054232,688.148857017449
0.312863826751709,545.4457392649072,662.650236350572
0.32895374298095703,561.6123471729136,643.5262708504141
0.3455069065093994,564.3944882447295,632.7659994369321
0.36531519889831543,604.2811327974589,630.2979300640171
0.3868882656097412,606.6413566935302,611.1603320995928
0.40041327476501465,608.4115246155836,596.8071336262745
0.425492525100708,613.5239235013626,575.2476265305302
0.44452977180480957,557.9132510428582,519.8877672967402
0.4623379707336426,516.20524669898,478.36787287139776
0.47858166694641113,474.42895273804425,432.4680761763615
0.49384379386901855,443.0967322673424,398.04322865508425
0.5128960609436035,343.5446482908426,334.97408777365933
0.5364930629730225,268.88058530846763,287.6722321125906
0.5550439357757568,216.02635896026743,247.40190268886636
0.5816981792449951,176.75706321063808,226.06077654004335
0.5973622798919678,147.30509139841604,210.0549319284261
0.6173923015594482,115.47881854881203,174.81794371322445
0.6384749412536621,91.60911391160903,148.8147296577825
0.6574721336364746,73.70683543370677,129.31231911620102
0.6729974746704102,60.28012657528008,114.68551121001492
0.6940691471099854,50.21009493146006,103.71540528037535
0.7121336460113525,42.65757119859505,95.48782583314566
0.7312517166137695,36.993178398946284,89.3171412477234
0.7447731494903564,32.74488379920972,84.6891278086567
0.7613911628723145,29.558662849407288,81.21811772935669
0.7915878295898438,27.168997137055467,112.82728393975785
0.8027002811431885,25.3767478527916,136.5341585975587
